Name of Author,Title of Research Paper,Name of Journal,Year,Category of Journal/ IF,Volume#,Page#,source,Dept
"TJUSOOMRONMMALIK,S MHSOOMRO  ","Description of New Species OfPhilodromus(Aranae: Philodromidae) From Sindh, Pakistan",Sindh University Research Journal (Sci. Ser.),2013,X,45(2),379-380,www.surj.usindh.edu.pk/,
"  NCHANNA++, K TPATHAN*, I A KOREJO**,NH ARIJO* ",A Comprehensive Infrastructure of Constraint Optimizer in Dynamic Web Service Composition,Sindh University Research Journal (Sci. Ser.),2013,X,45 (2),229-232,www.surj.usindh.edu.pk/,
" AAMIR, WKUMAR++, B S CHOWDHRY, A AMIR* ",Complex (RLC) Design Analysis Method of Zero Current Switching–Series Resonant Inverter High VoltageDC to DC Converter,Sindh University Research Journal (Sci. Ser.),2013,X,Vol. 45 (2) , 453-460 (,www.surj.usindh.edu.pk/,
 ASGHER ALI ALIAS DAAHAR HAKRO ,"Mineralogical Investigation of the Bara Formation ofSindh,Pakistan ",Sindh University Research Journal (Sci. Ser.),(2013 ,X, Vol.45 (3),580-588,www.surj.usindh.edu.pk/,
" H Khan, F N Talpur, A Shah, A BALOUCH", Ultra Trace Spectrophotometric Determination of Chromium In Presence of Cationic Micellar Solution,Sindh University Research Journal (Sci. Ser.),2013,X," 45,",141-148.,www.surj.usindh.edu.pk/,
"KBAMUR , M S CHANDIO*, E AL ",A Novel Mesh adaptation Technique for the computation of Stereo DepthUsing Texture lessSimple StereoPairs,Sindh University Research Journal (Sci. Ser.),2013,X,45(4),737-742,www.surj.usindh.edu.pk/,
"KBAMUR++,SFSHAH*,AA SHEIKH** ",An Adaptive control for Tikhonov Regularization onUnstructured Grid for A Variational DenoisingProblem,Sindh University Research Journal (Sci. Ser.),2013,X,45(3),553-558,www.surj.usindh.edu.pk/,
"MAKHASKHELI,P WU, M S KALHORO++*, AHNIZAMANI*, MELLAHI**, MU KHAN, ASADULLAH, M Z IQBAL, DF KHAN, MYASIR ",Electrical and Photonics Characteristics of HftieroThin Films Deposited at 673 KSubstrate Temperature ,Sindh University Research Journal (Sci. Ser.),2013,X,45(2),317-320,www.surj.usindh.edu.pk/,
"MASHAH++,NMEMON,AMSHAIKH*, BMAL ",Biology of Pink bollworm (Pectinophora gossypiella)Lepidoptera: Galechiidaeon different temperatures under controlled conditions,Sindh University Research Journal (Sci. Ser.),2013,X,45(2),321-324,www.surj.usindh.edu.pk/,
"MHSALAM++, S MEMON*, KTPATHAN*, NHARJO* ",Comparison of Coded and Un-coded MC-DS-CDMA System using Linear Block Codes ,Sindh University Research Journal (Sci. Ser.),2013,X,45(2),433-438,www.surj.usindh.edu.pk/,
"MSABBASI++,FSHAH,SMDOUDPOTA**,N CHANNA*, S KANDHRO ",Theories and Models of Technology Acceptance Behaviour: A CriticalReview of Literature  ,Sindh University Research Journal (Sci. Ser.),2013,X,45(1),163-170,www.surj.usindh.edu.pk/,
"NCHANNA++ NHARIJO*,KTPATHAN* ",Design and Implement Semantic Web Services In Decentralized Environment Based on Location Algorithm ,Sindh University Research Journal (Sci. Ser.),2013,X,45(1),31-34,www.surj.usindh.edu.pk/,
"NIQBAL, AYASEEN, MHAGHEEM++*, MMUNIR**,SHSOLANGI*,HDARS* ","Clay Mineralogy of the Early Permian Warchha Sandstone atKatha Area, Central Salt Range, Pakistan",Sindh University Research Journal (Sci. Ser.),2013,X,45(2),281-288,www.surj.usindh.edu.pk/,
"NADEEM AHMED KANASRO, HU ABBASI, MR MAREE, AGMEMON ",Speech Recognition based web scripting from predefined Context Free Grammar (Language Model & Grammar) programmed in Visual Programming and Text Editor  ,Sindh University Research Journal (Sci. Ser.),2013,X,45(3),634-639,www.surj.usindh.edu.pk/,
"R IQBAL++, M ALI,* NT NAREJO**, KUMER, A R ABBASI** ","Effect of Varying Levels of Protein From Different Plants Sources on Growth and Survival of Carp, Cirrhinus MrigalaReared in Cemented Cisterns",Sindh University Research Journal (Sci. Ser.),2013,X,45(4),715-720,www.surj.usindh.edu.pk/,
"R SULTANA, B A BUGHIO,GR PANHWAR*, W A PANHWAR, S KUMAR ",Effect of Excessive Irrigation On The Breakdown of Root Rot diseases in Cotton crop from Sakrand Sindh,Sindh University Research Journal (Sci. Ser.),2013,X,45(1),15-16,www.surj.usindh.edu.pk/,
"S A ALTAF++, M G SUGHRA*, R A SUHAIL*,M S MUHAMMAD**, D M UMAR* ",The effectof sugar and different growth regulators on the tuberization of potato(Solanum tuberosumL.cv. Desiree  ,Sindh University Research Journal (Sci. Ser.),2013,X,45(2),429-432,www.surj.usindh.edu.pk/,
"S A TUNIO++, N J OLDFIELD*, K G WOOLDRIDGE*,D P J TURNER* ",Molecular and Immunological Characterization of Glyceraldehyde-3-phosphate Dehydrogenase(GAPDH-1)of Neisseria meningitidisserogroup B strain MC58 ,Sindh University Research Journal (Sci. Ser.),2013,X,45(2),233-238,www.surj.usindh.edu.pk/,
"S A TUNIO++, S BANO, A N JATT,S MAL, M NAEEM, A NAEEM, S HASHMI, A RAHIM ","Evaluation of BacterialContamination ofPowdered FoodProducts,Pakistan ",Sindh University Research Journal (Sci. Ser.),2013,X,45(1),53-58,www.surj.usindh.edu.pk/,
"S AKHTAR,MRDHANANI* ",Population Distribution in Karachi City ,Sindh University Research Journal (Sci. Ser.),2013,X,45(1),59-64,www.surj.usindh.edu.pk/,
"S AKHTAR,MRDHANANI++* ",Urban Sprawl in Karachi ,Sindh University Research Journal (Sci. Ser.),2013,X,45(3),482-491,www.surj.usindh.edu.pk/,
"S B SHAH,H SHAIKH++, M A SOLANGI*,A BALOCH** ",Numerical Simulation of Flow through a Periodically Constricted Tube: Effects of Inertia and Undulation on Flow Structure ,Sindh University Research Journal (Sci. Ser.),2013,X,45(1),35-40,www.surj.usindh.edu.pk/,
"S BANO++, S A TUNIO,A KEERIO*,A B MEMON**,N AHMED, S MANZOOR ",In silico Nucleotide Sequence Analysis of the Colicin E7-K317 plasmid: A Bioinformatics Approach,Sindh University Research Journal (Sci. Ser.),2013,X,45(4),651-656,www.surj.usindh.edu.pk/,
"S JAN++, IKHAN*, IA SHAH**, G AHMAD***,A KHATTAK***,GAAL-SULTANY ",An Overview of Concept Comparison Practices used in Ontology Alignment ,Sindh University Research Journal (Sci. Ser.),2013,X,45(1),14-Nov,www.surj.usindh.edu.pk/,
"SA ALI++SAFEEULLAH, AGMEMON*,M AHMED** ",Interactive Employment Model to Assimilatethe Deaf personsin workplaceby using ICT ,Sindh University Research Journal (Sci. Ser.),2013,X,45(2),263-266,www.surj.usindh.edu.pk/,
"SJATOI*, WABALOCH++,ANSOOMRO,GSGACHAL* ","Length-weight relationship of the Silurid catfish Sperata seenghalaSykes 1839 (Bagridae) from Indus River, Sindh, Pakistan ",Sindh University Research Journal (Sci. Ser.),2013,X,45(4),661-664,www.surj.usindh.edu.pk/,
"SMALIK++,NMSOOMRO, TJURSANI++, NBALOCH,MSWAGAN  ","A New Species Of Genus Callogryllu Sjostedt (Gryllidae: Orthoptera) From Sindh, Pakistan",Sindh University Research Journal (Sci. Ser.),2013,X,45(2),289-290,www.surj.usindh.edu.pk/,
"UBAIDULLAH YASHKUN, SYED FEROZ SHAH, ASIF ALI SHAIKHAND M S CHANDIO ",Blood flow simulation in Carotid Artery Bifurcation using Finite Element Method ,Sindh University Research Journal (Sci. Ser.),2013,X,45(3),622-627,www.surj.usindh.edu.pk/,
"Y A MALKANI++, A KEERIO, A W MAHESAR* K DAHRI*  ",Performance and Usability Analysis of Proof-of-proximity (PoP) Framework ,Sindh University Research Journal (Sci. Ser.),2013,X,45(4),703-710,www.surj.usindh.edu.pk/,
"Z U AKHUHRO++, KMEMON, F N MEMON, A K SOOMRO ",A Weighted Edge Clique Problem,Sindh University Research Journal (Sci. Ser.),2013,X,45(2),393-398,www.surj.usindh.edu.pk/,
"ZAIBUN-NISA MEMON++, AMSHAH*,GSGACHAL ","Study on the Gross Pathology in Broilers Affected with Marek’s Disease in Commercial Broiler Poultry Farms of Hyderabad and adjoining areas, Sindh, Pakistan",Sindh University Research Journal (Sci. Ser.),2013,X,45(2),225-228,www.surj.usindh.edu.pk/,
"N H ARIJO++,Z U A KHUHRO*,KT PATHAN,N CHANNA**,S A MEMON ",System Modelling and its Decomposition into Local Views by Using Graph Transformation ,Sindh University Research Journal (Sci. Ser.),2013,X,45(3),569-572,www.surj.usindh.edu.pk/,
" M S ABBASI++,F SHAH,S M DOUDPOTA**,N CHANNA*, J AHMED** ",Age factor and Technology acceptance Behaviour of Academics in Pakistan ,Sindh University Research Journal (Sci. Ser.),2013,X,45 (1),.:183-192,www.surj.usindh.edu.pk/,
"Zafar Ibupoto, Kimleang Khun, Valerio Beni and Magnus Willander    ",Non-Enzymatic Glucose Sensor Based on the Novel Flower Like Morphology of Nickel Oxid,Soft Nanoscience Letters,2013,,3,46-50,NA,
"Tahira Qureshi, Najma Memon, Saima Q Memon, Kamran Abro and SW Shah ","LC/UV determination of cefradine, cefuroxime, and cefotaxime in dairy milk, human serum and wastewater samples",Springer Plus,2013,,2,575,http://www.springerplus.com/,
"Tahira Qureshi1, Najma Memon, Saima Q Memon, Kamran Abro and Syed Waliullah Shah","LC/UV determination of cefradine, cefuroxime, and cefotaxime in dairy milk, human serum and wastewater samples",Springer Plus,2013,,6,575-582,http://www.springerplus.com/,
NA,Corruption: Socio Political Perspective in Pakistan. ,The Government,December 2013.,,Vol-II,,NA,
NA,Female Victims of murder in Sindh: Cultural criminological perspective,The Government,2013,,Vol-II ,,NA,
"Moina Akhtar Mughal, Akhtar HMughal, Zeenat M Ali, Mohammad Yar Khuhawar, Hussain Saleem","New Antimicrobial Schiff base Polymers derived from 6, 6-Methylenebis (1-Napthaldehyde)",The Thermal,2013,,,,NA,
"Agheem,  M H, Shah, M H, Khan, T, Dars, H","Petrogenetic  evolution  of pegmatites  of the Shigar valley, Skardu, Gilgit-Baltistan,  Pakistan.",,2013,,,,NA,
"K D Brahman, T G Kazi, H I Afridi, S Naseem, S S Arain, Naeem Ullah,  ","Evaluation of high levels of fluoride, arsenic species and other physicochemical parameters in underground water of two sub districts of Tharparkar, Pakistan",,2013,,47,1005-1020,NA,
"Deniz Türkmen, Nilay Bereli, M Emin Çorman, Huma Shaikh, Sinan Akgöl, Adil Denizli",Molecular imprinted magnetic nanoparticles for controlled delivery of mitomycin C. ,,2013,,DOI: 10.3109/21691401.2013.823094,,NA,
"MA Mirza, MY Khuhawar, R Arain","Micellar Electrokinetic Chromatographic Separation/Determination of Uranium, Iron, Copper and Nickel from Environmental Ore Samples Using Bis ",,2013,,,,NA,
"Abid Ali Khaskheli, Farah N Talpur, Ayhan S Demir, Aysun Cebeci, Sana Jawaid",A highly selective whole cell biocatalysis method for the production of two major bioactive conjugated linoleic acid isomers,,2013,,," 328–332,",NA,
"Veesar, IA, Memon S and Syed MN ",A green and new method for the immobilization of Candida rugosa lipase with calix[4]arene derivative,,2013,,79 (1,,NA,
"Zafar Hussain Ibupoto, K Khun, Xianjie Liu and Magnus Willander   ","Low temperature synthesis of seed mediated CuO bundle of nanowires, their structural characterisation and cholesterol detection  Materials science & engineering. C,",,2013,,33(7),3889-3898,NA,
"IRFAN ALI MEMON*, MUHAMMAD SIDDIQUE KALHORO**, AND NIZAMUDDIN CHANNA*** Mehran University Research Journal of Engineering & Technology",Volume Conduction Effects on Wavelet,,2013,,"vol. 32, No. 4",,NA,
"MT Mahar, MY Khuhawar, TM Jahangir, MA Baloch - ",dsorption of direct black-38 azo dye on p-tert-butylcalix[6]arene immobilized material,,2013,,,,NA,
"charbonnier,  s"" Garassino, A, pasini, G, Metais  G, Merle, D, Bartolini, A, Brohi, l A,solangi, s H, Lashari, R A,welcomme,  J L, Marivaux, L ","Early paleogene decapods cnustaceans  from the Sulaiman and Kirthar Ranges, Pakistan",,2013,,99,2,NA,
"Cemil Aydo?an, Veyis Karakoç, Fatma Y?lmaz, Huma Shaikh and Adil Denizli ",Enantioseparation of Ofloxacin by Ligand Exchange Capillary Electrophoresis Using L-Histidine Modified Nanoparticles as Chiral Ligand,,2013,,41(1),29-36,NA,
"D Sharma-Poudyal, XM Chen, AM Wan, GM Zhan, ZS Kang, SQ Cao","Virulence characterization of international collections of the wheat stripe rust pathogen, Puccinia striiformis f. sp. tritici , ... ",,2013,,,,NA,
"AH Channar, MY Khuhawar, AA Shaikh",Preparation and characterization of new polyesters derived from schiff bases  - ,,2013,,,,NA,
"M Mirza, MA Chaudhary, MY Khuhawar, R Arain","Analysis of glyoxal, methylglyoxal and dimethylglyoxal in beverages and edible products by mekc using meso-stilbenediamine as derivatizing reagent ",,2013,,,,NA,
"Benish Nawaz Mirani, Saghir Ahmed Sheikh, Shafi Muhammad Nizamani and Nasir Mahmood", Effect of house hold processing in removal of lufenuron in tomato.,,2013,Y,3(1),235-244,NA,
" Rizwana K Soomro, Tufail H Sherazi,", Extraction and Characterization of Seed Oil Waxes by using Chromatographic Techniques,,2013,,"9-12,",,http://link.springer.com/journal/40090,
"MA Mughal, AH Mughal, ZM Ali, MY Khuhawar","Antimicrobial Viscometric Studies of Thermally Stable Metal based Schiff Base Polymer derived from 4, 4-Methylene Bis Furfuraldehyde",,2013,,,,NA,
"SA Majidano, M Alamgir, MY Khuhawar","Liquid Chromatographic Determination of Dopamine, Methyldopa, L-Dopa and Tyrosine in Pharmaceutical Preparations using 2-Hydroxynaphthaldehyde as a",,2013,,,,NA,
"Memon, F and Memon S",Differential recognition of D- and L-alanine by calix[4]arene derivative,,2013,,62),,NA,
"Ghulam Yasin, Muhammad I Bhanger, Tariq Mahmood Ansari, Syed M Sibtain Raza Naqvi, Muhammad Ashraf, Khizar Ahmad and Farah Naz Talpur",NA,,2013,,4(3),53-63,http://www.academicjournals.org/journal/JPTAF,
"Y Junejo, E Karaog?lu, A Baykal, Sirajuddin","efditorene-mediated synthesis of silver nanoparticles and its catalytic activity, ",,2013,,79)   . CAvailable on line in  2013,,http://dx.doi.org/10.1007/s10904-013-9882-1,
"Minhas, FT; Memon, S and Bhanger, MI,  ",Hg(II) transport through modified supported liquid membrane,,2013,,50(2),215-220,,
"Minhas, FT; Memon, S and Bhanger, MI",Distribution and Risk Assessment of Polycyclic Aromatic Hydrocarbons in Vegetables Grown in Pakistan,,2013,,50(2),215-220,,
"Samejo, MQ; Memon, S; Bhanger, MI and Khan, KM ",Isolation and characterization of steroids from methanol extract of the Calligonum polygonoides roots,,2013,,6,346-349,,
"Suratun Nafisah, Akrajas Ali Umar, Sin Tee Tan, Aamna Balouch, Muhammad Mat Salleh",Deposition of Au/TiO2 Nanocomposite on ITO Surface by Seed-Mediated Liquid Phase Deposition Method,,2013,,431,,,
" Arfana Mallah, Saima Memon, Amber R Solangi, Abdullah Khan, Muhammad Y Khuhawar, M I Bhanger","Separation and Determination of Chromium (III), Chromium (VI), Gold (III) and Arsenic (V) by Capillary Zone Electrophoresis using 2-Acetylpyridine-4-phenylthiosemicarbazone as Complexing Reagent",, . 2013 ,,71) ,,,
"Ali N Siyal, Saima Q Memon",Multi Variant Sorption Optimization for the Uptake of Pb(II) ions by Jamun Seed Waste  Polish,,2013,, 15 (1) , 15-21 9. ,NA,
"Mazhar Ali Abbasi, Zafar Hussain Ibupoto, Yaqoob Khan, Azam Khan, Omer Nur and Magnus Willander    ",Iron (III) Ion Sensor Based on the Seedless Grown ZnO Nanorods in 3 Dimensions Using Nickel Foam Substrate ,,2013,,2013 (382726),,NA,
" Mazhar Ali Abbasi, Zafar Hussain Ibupoto, Azam Khan, Omer Nur and Magnus Willander  ",Fabrication of UV photo-detector based on coral reef like p-NiO/n-ZnO ,,2013,,"108,", 149-152.  ,NA,
" Zafar Hussain Ibupoto, Kimleang Khun and Magnus Willander   ",A Selective Iodide Ion Sensor Electrode Based on Functionalized ZnO,,2013,,", 13(2),",  1984-1997.    ,NA,
"M Y  Khuhawar A J Kandhro, K U Abbasi, M A Kashmiri, Malik Alamghir, K P Mahar G M Mastoi","Micellar Electrokinetic Capillary Chromatography Determination of Guanidino Compounds in Serum of Uremic Patients by using 2, 2- Pyridoin as Derivatizing Reagent",,2013,,2(1),29-33,https://www.pjchm.com/,
"Naseem  A Channa, FD Khand Rawal",Gallstones and its riskfactors: an epidemiologic  investigation  in southern  sindh,,2013,,38(4),361,NA,
"M Afzal  Khan 1 , Aalia Nazir 1 , M A Gadhi 2 , Altaf H Nizamani 3 , Hussain Saleem ",Effect of Change in Orientation of Enhanced Dynamic Wedges on  Radiotherapy Treatment Dose ,,2013,,"2, issue 5",496,NA,
"Nazeer A Solangi SH,  Brohi IA, Usmani P, NaparlD, Jahangirs,  Hameeds, Ati sM","Hydrocarbon  Potential of Zindapir Anticline,  Eastern Suiaiman  Fold Belt Middle lndus Basin, Pakistan",,2012 & 2013,Y,22&23,,NA,
"Qureshi, Misbah bibi",Women and their Social Contribution: Before and After Islam,,2013,,7,31-48,NA,
"Afsheen  Mushtaque Shah,  Allah Nawaz  Memon  Arshad Hussain  Laghari  & Mehar  Ali Kazi","Nutritionol  Assessment of Hostel Residentiol  & Non  Hostel Residentiol  Boys & Girl Students of Sindh  University,Jomshoro, Sindh  -  Pakistan.  Institute of Biochemistry,  University  of Sindh, Jamshoro  -  ",,2013,Y, 12(a):,"356-359,",NA,
"M S AlSalhi, M Atif, A A Ansari, K Khun, Zafar Hussain Ibupoto and Magnus Willander   ",Growth and characterization of ZnO nanowires for optical applications Laser ,,2013,,"23(6),",,NA,
"MI Abro, A G Pathan, A R Memon, Sirajuddin","Dual polymer flocculation approach to overcome activation of gangue minerals during beneficiation of complex iron ore,",,2013,,83)  245,281-291,NA,
,"lmpact of trade linearization  and south Asian free trade  agreement  on textile  and rice export of Pakistan  economy by using CGE model""",,2013,,,,NA,
,Exchange  Market pressure  intervention  index for PakistanEvidence  from a time-varying parameter  Approach,,2013,, Vol .2 No 4,,NA,
"Aamna Balouch, Akrajas Ali Umar, Sin Tee Tan, Suratun Nafisah, Siti Khatijah Md Saad and Muhamad  Salleh","Fibrous, Ultra-small Nanorod Constructed-Platinum Nanocube Directly Grown on the ITO Substrate and their Heterogeneous Catalysis Application, ",,2013,,,,NA,
"A Mujeeb-Kazi, AG Kazi, I Dundas, A Rasheed, H Bux, P Chen, R Wang, SS Xu, T Mahmood:",Genetic diversity for wheat improvement as a conduit to food security,Advances in Agronomy,2013,5.021,122,", 179-257",http://www.sciencedirect.com/science/journal/00652113,
"Qazi M A, Ocak Ü, Ocak M, and Memon S",An excellent Cu(II) selective chemosensor based on calix[4]arene framework,Analytica Chimica Acta,2013,4.517,761(1),157-168,http://www.elsevier.com/wps/find/journaldescription.cws_home/502681/description#description,
"S S Hassan, Y Liu, Sirajuddin A R Solangi, A M Bond, J Zhang, ","Phosphomolybdate-doped-poly(3,4-ethylenedioxythiophene) coated gold nanoparticles: Synthesis, characterization and electrocatalytic reduction of bromate,",Analytica Chimica Acta,2013,4.517,803,41-46,http://www.elsevier.com/wps/find/journaldescription.cws_home/502681/description#description,
"Syeda Sara Hassan, Yuping Liu, Sirajuddin, Amber R Solangi, Alan M Bond, Jie Zhang, “ ","Phosphomolybdate-doped-poly(3,4-ethylenedioxythiophene) coated gold nanoparticles: Synthesis, characterization and electrocatalytic reduction of bromated",Analytica Chimica Acta,2013,4.517,803,41-46,http://www.elsevier.com/wps/find/journaldescription.cws_home/502681/description#description,
" A R Khaskheli, Jan Fischer, Ji?rí Barek, Vlastimil Vysko?cil, Sirajuddin,   M I Bhanger","Differential pulse voltammetric determination of paracetamol in tablet and urine samples at a micro-crystalline natural graphite–polystyrene composite film modified electrode,",Electrochim Acta,2013,4.086,(84)  . 101,238 – 242,http://www.elsevier.com/wps/find/journaldescription.cws_home/205/description#description,
" Zafar Hussain Ibupoto, N Jamal, K Khun, Xianjie Liu and Magnus Willander  ","A potentiometric immunosensor based on silver nanoparticles decorated ZnO nanotubes, for the selective detection of d-dimer ",Sensors And Actuators B-Chemical,2013,3.84,182, 104-111.,http://www.elsevier.com/wps/find/journaldescription.cws_home/504104/description#description,
"N H Kalwar, Sirajuddin,  S T H Sherazi, A R Khaskheli, K R Hallam, T B Scott, Z A Tagar, S S Hassan, R A Soomro",Fabrication of small l-threonine capped nickel nanoparticles and their catalytic application,Applied Catalysis A: General,2013,3.674,453,54-59,http://www.elsevier.com/wps/find/journaldescription.cws_home/500856/authorinstructions,
"Nazar H Kalwar,  Sirajuddin, Syed Tufail H Sherazi, Abdul R Khaskheli,  Keith R Hallam,  Thomas B Scott,  Zulfiqar A Tagar, Syeda S Hassan, Razium A Soomro,  ",Fabrication of Small L-Threonine Capped Nickel Nanoparticles and Their Catalytic Application,Applied Catalysis A: General,2013,3.674,453,54-59,http://www.elsevier.com/wps/find/journaldescription.cws_home/500856/authorinstructions,
"Zafar Hussain Ibupoto, K Khun, Jun Lu and Magnus Willander   ","The synthesis of CuO nanoleaves, structural characterization, and their glucose sensing application  ",Applied Physics Letters,2013,3.515,102(10),,http://apl.aip.org/,
"S K Wadhwa, M Tuzen, T G Kazi, M Soylak",Graphite furnace atomic absorption spectrometric detection of vanadium in water and food samples after solid phase extraction on multiwalled carbon nanotubes,Talanta ,2013,3.511,116,205-209,http://www.elsevier.com/wps/find/journaldescription.cws_home/525438/description#description,
"S K Wadhwa, M Tuzen, T G Kazi, M Soylak,  ",Graphite furnace atomic absorption spectrometric detection of vanadium in water and food samples after solid phase extraction on multiwalled carbon nanotubes,Talanta ,2013,3.511,116,205-209,http://www.elsevier.com/wps/find/journaldescription.cws_home/525438/description#description,
"Naeem Ullah, M Tuzen, TG Kazi, D Citak, M Soylak",Pressure assisted ionic-liquid dispersive microextraction for vanadium coupled to  electrothermal atomic absorption spectrometry,Journal of Analytical Atomic Spectrometry,2013,3.396,28,1441-1445,http://pubs.rsc.org/en/journals/journalissues/ja,
"Faheem Shah, M Soylak, TG Kazi, HI Afridi, ",Preconcentration of lead from aqueous solution with activated carbon cloth prior to analysis by flame atomic absorption spectrometry: a multivariate study.,Journal of Analytical Atomic Spectrometry,2013,3.396,28,601-605,http://pubs.rsc.org/en/journals/journalissues/ja,
"Faheem Shah, M Soylak, TG Kazi, HI Afridi,  ",Preconcentration of lead from aqueous solution with activated carbon cloth prior to analysis by flame atomic absorption spectrometry: a multivariate study.,Journal of Analytical Atomic Spectrometry,2013,3.396,28,601-605,http://pubs.rsc.org/en/journals/journalissues/ja,
"NaeemUllah, MTuzen, TG Kazi, D Citak, M Soylak",Pressure assisted  ionic-liquid dispersive microextraction for vanadium coupled to  electrothermal atomic absorption spectrometry,Journal of Analytical Atomic Spectrometry,2013,3.396,28,141-1445,http://pubs.rsc.org/en/journals/journalissues/ja,
"Sana Jawaid, Farah N Talpur, S T H Sherazi, Shafi M Nizamani, Abid A Khaskheli",Rapid detection of melamine adulteration in dairy milk by SB-ATR-Fourier transform infrared spectroscopy,Food Chemistry,2013,3.259,141(3),3066,http://www.elsevier.com/wps/find/journaldescription.cws_home/405857/description,
"yaz Ali Memon, Najma Memon, Devanand L Luthria, M I Bhanger","A., Assay of phenolic compounds from four species of Ber (Ziziphus mauritiana L.) Fruits: Comparison of three base hydrolysis procedures for quantification of total phenolic acids",Food Chemistry,2013,3.259,139,496-502,http://www.elsevier.com/wps/find/journaldescription.cws_home/405857/description,
"Ayaz Ali Memon, Najma Memon, Devanand L Luthria, M I Bhanger,  ",Assay of phenolic compounds from four species of Ber (Ziziphus mauritiana L.) Fruits: Comparison of three base hydrolysis procedures for quantification of total phenolic acids,Food Chemistry,2013,3.259,139,496–502,http://www.elsevier.com/wps/find/journaldescription.cws_home/405857/description,
"Sana Jawaid, F N Talpur, STH Sherazi,   ",Rapid detection of melamine adulteration in dairy milk by SB-ATR-Fourier transform infrared spectroscopy,Food Chemistry,2013,3.259,141,3066-3071,http://www.elsevier.com/wps/find/journaldescription.cws_home/405857/description,
"Samejo, MQ; Memon, S; Bhanger, MI and Khan, KM",Synthesis of amino substituted p-tert-butylcalix[4]arene for the removal of Chicago Sky Blue and Tropaeolin 000 azo dyes from aqueous environment,Industrial Crops and Products,2013,3.208,45(1),293-295,http://www.elsevier.com/wps/find/journaldescription.cws_home/522825/description,
"amejo, M Q, Memon, S, Bhanger, M I and Khan, K M",Essential oil constituents of fruit and stem of Calligonum polygonoides,Industrial Crops and Products,2013,3.208," 45,",293-295,http://www.elsevier.com/wps/find/journaldescription.cws_home/522825/description,
"Laghari AQ, Memon S, Nelofar A and Laghari AH",Tecomella undulata G. Don: A Rich Source of Flavonoids,Industrial Crops and Products,2013,3.208,43 (1) ,213-217,http://www.elsevier.com/wps/find/journaldescription.cws_home/522825/description,
"Laghari AQ, Memon S, Nelofar A and Laghari AH “ ",Tecomella undulata G. Don: A Rich Source of Flavonoids,Industrial Crops and Products,2013,3.208,43(1),213-217,http://www.elsevier.com/wps/find/journaldescription.cws_home/522825/description,
"Samejo, MQ; Memon, S; Bhanger, MI and Khan, KM ",Essential oil constituents of fruit and stem of Calligonum polygonoides,Industrial Crops and Products,2013,3.208,45(1),293-295,http://www.elsevier.com/wps/find/journaldescription.cws_home/522825/description,
"AK Shah, ZM Ali, AR Memon, AJ Laghari, MA Mughal, SFA Shah,",Exploitation of Low Cost Coal Fly Ash Adsorbent with Coagulants for the Treatment of Industrial Complex Nature Dyes Wastewater. ,International Journal of Scientific & Engineering Research,2013,3.2,4(9),190-119 ,http://www.ijser.org/,
"Moina Akhtar Mughal, Akhtar Mughal, Zeenat M Ali, Ghulam Zuhra Memon, Mohammad Yar Khuhawar, Hussain Saleem     ","Pak-Japan  Relations: A multidimensional engagement"" Asia Pacific:",International Journal of Scientific & Engineering Research,2013,3.2,volume 4 issue 9,,http://www.ijser.org/,
"Altaf H Nizamani 1 , Saeed A Buzdar 2 , Bilal Rasool 3 , Nek M Shaikh 1 , Hussain Saleem ",Computer - Based Frequency Drift Control  of Multiple  LASER s in Real - Time ,International Journal of Scientific & Engineering Research,2013,3.2,4, 2229 - 5518 ,http://www.ijser.org/,
"Altaf H Nizamani 1 , Bilal Rasool 2 , M uhammad Tahir 2 ,3 , Nek M Shaikh 1 , Hussain ",Adiabatic ION Shuttling Protocols in  Outer - Segmented - Electrode Surface ION Traps Saleem ,International Journal of Scientific & Engineering Research,2013,3.2,4, 2229 - 5518 ,http://www.ijser.org/,
"YAG laser Nek M Shaikha,   MS Kalhoroa,  Abid Hussaina,  MA Baigb","Spectroscopic study of a lead plasma produced by the 1064 nm, 532 nm and 355 nm of a Nd:, c Spectrochimica",Spectrochimica Acta Part B-Atomic Spectroscopy,2013,3.15,"vol 88, 1",198-202,http://www.sciencedirect.com/science/journal/05848547,
"Nek M Shaikha, b, c, , ,  MS Kalhoroa,  Abid Hussaina,  MA Baigb","Spectroscopic study of a lead plasma produced by the 1064 nm, 532 nm and 355 nm of a Nd:YAG laser ",Spectrochimica Acta Part B-Atomic Spectroscopy,2013,3.15,88,198-202,http://www.sciencedirect.com/science/journal/05848547,
"IB Solangi, F Özcan, G Arslan, M Ersöz,  ","Transportation of Cr (VI) through calix [4] arene based supported liquid membrane, ",Separation And Purification Technology,2013,3.065,118,470-478,http://www.elsevier.com/wps/find/journaldescription.cws_home/600251/description#description,
"Hassan Imran Afridi, Tasneem Gul Kazi, Dermot Brabazon, Sumsun Naher, Farah Naz Talpur",Comparative metal distribution in scalp hair of Pakistani and Irish referents and diabetic mellitus patients,Clinica Chimica Acta,2013,2.764,16;415:207,14,http://www.elsevier.com/wps/find/journaldescription.cws_home/506018/description#description,
"H I Afridi, T G Kazi, FN Talpur, D Brabazon, Sumsun Naher",Estimation of toxic elements in the samples of different cigarette and their impact on human health of Irish hypertensive consumers,Clinica Chimica Acta,2013,2.764,426,51-57,http://www.elsevier.com/wps/find/journaldescription.cws_home/506018/description#description,
